name,orbit,orbit_period,star_brightness,star_temp,temp,radius_e,mass_e,density,discovered
Kepler-707 b,,2.23749275,15.001,5099,,1.33,,,2016
Kepler-640 b,,22.24813967,13.721,5653,,2.56,,,2016
Kepler-602 b,,15.28469497,14.519,6062,,2.09,,,2016
Kepler-798 b,,13.71933369,14.2,6224,,2.39,,,2016
Kepler-1483 b,,9.5085156,14.44,6337,,1.52,,,2016
Kepler-1048 b,,6.92101021,14.832,4651,,1.61,,,2016
Kepler-207 b,0.029,1.611865,13.182,5920,,1.57,,,2014
Kepler-207 d,0.068,5.868075,13.182,5920,,3.31,,,2014
Kepler-207 c,0.044,3.071571,13.182,5920,,1.5,,,2014
Kepler-104 d,0.257,51.755394,12.596,5711,,3.58,,,2014
Kepler-104 c,0.153,23.668205,12.596,5711,,3.13,,,2014
Kepler-104 b,0.094,11.427548,12.596,5711,,3.1,,,2014
Kepler-601 b,,5.37886844,14.005,5160,,1.9,,,2016
Kepler-280 b,0.032,2.139542,14.466,5744,,1.45,,,2014
Kepler-280 c,0.056,4.807091,14.466,5744,,2.01,,,2014
Kepler-1383 b,,13.9093583,13.716,6370,,1.41,,,2016
Kepler-279 c,,35.736,13.659,6363,,4.3,49.4,,2013
Kepler-279 b,0.112,12.309681,13.659,6363,,3.62,,,2014
Kepler-279 d,,54.414,13.659,6363,,3.1,37.5,,2013
Kepler-359 b,0.178,25.563222,15.886,6248,,3.53,,,2014
Kepler-359 c,0.307,57.68802,15.886,6248,,4.3,,,2014
Kepler-359 d,0.372,77.095691,15.886,6248,,4.01,,,2014
Kepler-1351 b,,0.91614077,14.107,4439,,0.65,,,2016
Kepler-708 b,,3.16789194,15.533,5692,,2.93,,,2016
Kepler-1262 b,,8.67900242,15.18,5771,,1.82,,,2016
Kepler-1547 b,,0.69297968,13.447,6078,,0.9,,,2016
Kepler-1615 b,,47.3126192,14.553,5865,,2.06,,,2016
Kepler-1313 b,,3.83309118,11.799,5453,,1.76,,,2016
Kepler-988 b,,17.76080053,15.22,4005,,2.07,,,2016
Kepler-930 b,,71.4517775,13.781,6335,,2.13,,,2016
Kepler-977 b,,26.85328322,14.812,5315,,2.62,,,2016
HD 197037 b,2.07,1035.7,6.809,6150,,,251,,2012
Kepler-947 b,,26.9644317,15.789,5508,,2.28,,,2016
Kepler-60 b,,7.1334,13.959,5905,,1.71,4.19,4.62,2012
Kepler-60 c,,8.9187,13.959,5905,,1.9,3.85,3.06,2012
Kepler-60 d,,11.8981,13.959,5905,,1.99,4.16,2.91,2012
Kepler-1077 b,,34.3511874,14.998,5816,,2.77,,,2016
Kepler-38 b,0.4632,105.599,13.941,5623,475,4.3,122,,2012
Kepler-1120 b,,2.94902905,15.333,4904,,1.38,,,2016
Kepler-603 b,,21.05358596,14.854,5808,,2.65,,,2016
Kepler-603 c,,127.9075774,14.854,5808,,6.5,,,2016
Kepler-603 d,,6.2171292,14.854,5808,,1.32,,,2016
Kepler-1174 b,,6.89225223,14.207,5936,,1.59,,,2016
Kepler-244 b,0.05,4.311792,15.604,5554,,2.76,,,2014
Kepler-244 d,0.14,20.050401,15.604,5554,,2.31,,,2014
Kepler-244 c,0.087,9.767292,15.604,5554,,2.05,,,2014
Kepler-1239 b,,5.19104016,15.438,6564,,2.9,,,2016
Kepler-20 b,0.0463,3.69611525,12.51,5495,1105,1.868,9.7,8.2,2011
Kepler-20 c,0.0949,10.85409089,12.51,5495,772,3.047,12.75,2.5,2011
Kepler-20 g,0.2055,34.94,12.51,5495,524,,19.96,,2016
Kepler-20 e,0.0639,6.09852281,12.51,5495,,0.865,,,2011
Kepler-20 f,0.1396,19.57758478,12.51,5495,,1.003,,,2011
Kepler-20 d,0.3506,77.61130017,12.51,5495,401,2.744,10.07,2.7,2011
Kepler-491 b,,4.22538451,14.014,5582,,8.92,,,2016
Kepler-583 b,,6.5100253,14.825,5523,,2.28,,,2016
Kepler-477 b,,11.11990653,13.536,5240,,2.07,,,2016
Kepler-1303 b,,7.56127224,14.64,5771,,1.42,,,2016
Kepler-374 b,0.029,1.897806,14.686,5977,,1.03,,,2014
Kepler-374 d,0.056,5.028219,14.686,5977,,1.31,,,2014
Kepler-374 c,0.042,3.282807,14.686,5977,,1.1,,,2014
Kepler-944 b,,43.3167737,15.737,5409,,2.63,,,2016
Kepler-709 b,,16.08524954,15.219,5071,,2.92,,,2016
Kepler-397 c,0.48,135.498527,15.996,5307,,6.18,,,2014
Kepler-397 b,0.144,22.250949,15.996,5307,,2.46,,,2014
Kepler-1462 b,,65.6488341,15.858,5756,,3.82,,,2016
Kepler-293 c,0.286,54.155743,15.368,5804,,3.83,,,2014
Kepler-293 b,0.144,19.254196,15.368,5804,,3.07,,,2014
Kepler-584 b,,35.1810304,14.856,6195,,4.21,,,2016
Kepler-1414 b,,3.51576315,14.897,4951,,1.23,,,2016
Kepler-292 b,0.035,2.580827,15.956,5299,,1.32,,,2014
Kepler-292 e,0.097,11.97901,15.956,5299,,2.67,,,2014
Kepler-292 f,0.141,20.834237,15.956,5299,,2.35,,,2014
Kepler-292 c,0.045,3.715335,15.956,5299,,1.47,,,2014
Kepler-292 d,0.068,7.055679,15.956,5299,,2.23,,,2014
Kepler-28 b,0.062,5.9123,15.036,4590,,3.6,479.9,,2011
Kepler-28 c,0.081,8.9858,15.036,4590,,3.4,432.23,,2011
Kepler-343 b,0.088,8.96855,14.128,5807,,2.41,,,2014
Kepler-343 c,0.167,23.22182,14.128,5807,,2.02,,,2014
Kepler-245 c,0.124,17.460812,15.599,5100,,2.18,,,2014
Kepler-245 b,0.071,7.49019,15.599,5100,,2.57,,,2014
Kepler-245 e,,3.21982106,15.599,5100,,1.75,,,2016
Kepler-245 d,0.202,36.277108,15.599,5100,,3.03,,,2014
Kepler-291 b,0.047,3.546511,15.934,6002,,2.16,,,2014
Kepler-291 c,0.065,5.700786,15.934,6002,,1.88,,,2014
Kepler-1301 b,,9.08237046,15.4,5188,,1.4,,,2016
Kepler-1380 b,,10.3108245,15.619,5570,,1.43,,,2016
Kepler-1088 b,,23.12748644,11.863,5975,,1.42,,,2016
Kepler-8 b,0.0474,3.5224991,13.9,6213,1680,15.872,187.5197,0.27,2010
Kepler-1105 b,,4.42157218,15.18,4299,,2.01,,,2016
Kepler-312 c,0.153,19.747412,12.949,6115,,3.15,,,2014
Kepler-312 b,0.031,1.772419,12.949,6115,,1.29,,,2014
HAT-P-16 b,0.0413,2.77596,10.812,6158,1626,14.448,1332.605,2.42,2010
Kepler-829 b,,6.88337562,14.931,5698,,2.11,,,2016
HAT-P-6 b,,3.85298,10.44,6570,,16.589,419.5356,,2007
Kepler-828 b,,0.56785714,15.055,5039,,1.51,,,2016
Kepler-1340 b,,0.66502692,14.758,6331,,1.55,,,2016
Kepler-61 b,,59.87756,14.995,4017,273,2.15,,,2013
Kepler-1134 b,,17.13263989,15.842,5281,,2.64,,,2016
Kepler-1597 b,,2.94654179,14.144,6377,,1.06,,,2016
Kepler-1204 b,,85.7350285,15.301,5825,,3.05,,,2016
Kepler-641 b,,9.48961571,13.774,5713,,1.85,,,2016
Kepler-208 b,0.054,4.22864,13.749,6092,,1.63,,,2014
Kepler-208 e,0.132,16.259458,13.749,6092,,1.48,,,2014
Kepler-208 d,0.103,11.131786,13.749,6092,,1.2,,,2014
Kepler-208 c,0.079,7.466623,13.749,6092,,1.39,,,2014
Kepler-1603 b,,2.27163926,15.332,6241,,1.29,,,2016
Kepler-1006 b,,19.76172042,14.563,5328,,1.54,,,2016
Kepler-492 b,,11.72012266,14.518,5527,,9.59,,,2016
Kepler-1376 b,,5.30880656,14.699,5659,,1.05,,,2016
Kepler-505 b,,27.52197994,15.108,3931,,2.6,,,2016
Kepler-1236 b,,31.0571618,15.956,5337,,2.14,,,2016
Kepler-1260 b,,19.1187753,14.838,5961,,1.77,,,2016
Kepler-1021 b,,13.47469571,15.164,5431,,2.33,,,2016
Kepler-1353 b,,24.7543966,15.514,4776,,1.8,,,2016
Kepler-1197 b,,2.03231845,15.13,4708,,1.25,,,2016
Kepler-1097 b,,187.747029,15.206,5211,,3.26,,,2016
Kepler-136 b,0.106,11.5789,12.459,6165,,2.05,,,2014
Kepler-136 c,0.133,16.399235,12.459,6165,,1.99,,,2014
Kepler-46 b,0.1968,33.60134,15.262,5309,543,9.057,1907,14,2012
Kepler-46 c,0.2799,57.011,15.262,5309,455,,119.499,,2012
Kepler-46 d,0.067,6.766589,15.262,5309,,1.64,,,2014
Kepler-1231 b,,10.41725184,14.746,5778,,1.42,,,2016
Kepler-1490 b,,92.4362973,15.449,5515,,3.04,,,2016
Kepler-642 b,,4.41745855,13.343,6570,,2.9,,,2016
Kepler-604 b,,25.85501786,14.718,5890,,2.59,,,2016
Kepler-1386 b,,6.73972381,14.455,5733,,1.24,,,2016
Kepler-209 c,0.231,41.749882,13.998,5513,,3.1,,,2014
Kepler-209 b,0.122,16.087845,13.998,5513,,2.26,,,2014
Kepler-558 b,,29.00790538,14.805,5242,,2.37,,,2016
Kepler-1542 b,,3.95116882,12.639,5564,,0.76,,,2016
Kepler-1542 d,,5.99273738,12.639,5564,,0.87,,,2016
Kepler-1542 c,,2.89223021,12.639,5564,,0.65,,,2016
Kepler-1542 e,,5.10115756,12.639,5564,,0.76,,,2016
Kepler-1607 b,,13.6473676,13.897,6116,,0.92,,,2016
Kepler-351 b,0.214,37.054919,15.99,5643,,3.06,,,2014
Kepler-351 d,,142.544247,15.99,5643,,2.72,,,2016
Kepler-351 c,0.287,57.24809,15.99,5643,,3.19,,,2014
Kepler-119 b,0.035,2.422082,14.236,5595,,3.6,,,2014
Kepler-119 c,0.049,4.125103,14.236,5595,,0.92,,,2014
Kepler-246 b,0.052,4.60182,15.024,5206,,2.34,,,2014
Kepler-246 c,0.095,11.187161,15.024,5206,,1.5,,,2014
Kepler-1009 b,,11.35011917,15.278,4027,,2.17,,,2016
Kepler-290 b,0.11,14.589347,15.596,5147,,2.25,,,2014
Kepler-290 c,0.205,36.77031,15.596,5147,,2.7,,,2014
Kepler-1477 b,,11.55530021,14.598,5100,,1.18,,,2016
Kepler-710 b,,4.34728553,15.024,5611,,1.88,,,2016
Kepler-827 b,,51.92927591,15.897,5602,,5.63,,,2016
Kepler-1127 b,,5.12330347,15.162,5664,,1.96,,,2016
Kepler-1255 b,,36.2919336,15.251,6018,,2.32,,,2016
Kepler-831 b,,5.62153941,13.687,5732,,1.27,,,2016
Kepler-1266 b,,28.474748,15.86,5044,,2.58,,,2016
Kepler-910 b,,2.36436901,11.6,6230,,0.82,,,2016
GJ 1148 b,0.166,41.38,11.92,3264,,,96.7,,2010
GJ 1148 c,0.912,532.58,11.92,3264,,,68.06,,2017
Kepler-830 b,,11.29695137,14.788,6037,,1.7,,,2016
Kepler-931 b,,8.03755877,14.471,5241,,1.33,,,2016
Kepler-144 b,0.066,5.885273,11.992,6075,,1.33,,,2014
Kepler-144 c,0.094,10.104665,11.992,6075,,1.35,,,2014
Kepler-1420 b,,6.69960006,15.883,5187,,1.28,,,2016
Kepler-417 b,,12.331,15.886,,,2.31,11,,2014
Kepler-417 c,,15.943,15.886,,,,,,2014
Kepler-123 c,0.181,26.695074,14.061,6089,,1.48,,,2014
Kepler-123 b,0.135,17.232366,14.061,6089,,2.94,,,2014
Kepler-743 b,,3.17926292,12.55,5486,,1.21,,,2016
Kepler-1503 b,,96.16987,15.796,5069,,2.27,,,2016
Kepler-355 b,0.102,11.03189,15.087,6184,,1.46,,,2014
Kepler-355 c,0.179,25.762294,15.087,6184,,2.71,,,2014
Kepler-1027 b,,1.9078052,12.852,5436,,0.89,,,2016
Kepler-81 b,,5.955,15.019,4500,,2.42,,,2012
Kepler-81 c,,12.04,15.019,4500,,2.37,,,2012
Kepler-81 d,0.128,20.837846,15.019,4500,,1.21,,,2014
Kepler-1278 b,,3.23941344,13.658,6074,,1.01,,,2016
Kepler-711 b,,23.58914398,15.316,5222,,3.41,,,2016
Kepler-1650 b,,1.53818001,15.722,3410,,0.96,,,2017
Kepler-1133 b,,11.55562343,14.816,5569,,1.97,,,2016
Kepler-160 b,0.05511,4.309397,14.619,5471,,1.715,,,2014
Kepler-160 d,0.17,30,14.619,5471,,,100,,2020
Kepler-160 c,0.1192,13.699429,14.619,5471,,3.76,,,2014
Kepler-1243 b,,16.8320729,14.834,5667,,1.75,,,2016
Kepler-1035 b,,2.71407755,12.987,5763,,1.17,,,2016
Kepler-289 b,0.21,34.545,13.956,5990,,2.15,7.3,4.1,2014
Kepler-289 c,0.51,125.8518,13.956,5990,,11.59,132,0.47,2014
Kepler-289 d,0.33,66.0634,13.956,5990,,2.68,4,1.2,2014
Kepler-986 b,,56.4349938,13.668,5642,,2.36,,,2016
Kepler-643 b,,16.33889626,13.781,4908,,10.16,,,2016
Kepler-1646 b,,4.48558383,15.737,3299,,1.23,,,2016
Kepler-434 b,0.1143,12.8747099,14.517,5977,1000,12.67,908.96,2.4,2015
Kepler-712 c,,226.89047,15.859,5148,,4.85,,,2016
Kepler-712 b,,21.02247699,15.859,5148,,3.41,,,2016
Kepler-1411 b,,86.1150888,15.831,5664,,2.82,,,2016
Kepler-82 c,0.2626,51.54,15.158,,,5.34,13.9,0.494,2012
Kepler-82 f,0.3395,75.732,15.158,,,,20.9,,2019
Kepler-82 e,0.063,5.902206,15.158,,,2.47,,,2014
Kepler-82 b,0.1683,26.44,15.158,,,4.07,12.15,0.98,2012
Kepler-82 d,0.034,2.382961,15.158,,,1.77,,,2014
Kepler-1220 b,,7.42693741,14.985,5842,,1.52,,,2016
Kepler-508 b,,25.30889748,11.472,6025,,1.64,,,2016
Kepler-1358 b,,7.06317341,14.572,5181,,1.12,,,2016
Kepler-1595 b,,4.56380468,15.448,5203,,1.23,,,2016
Kepler-1425 b,,14.4541302,13.572,5718,,0.94,,,2016
Kepler-874 b,,40.0686727,14.683,6020,,3.94,,,2016
Kepler-713 b,,7.411141,15.031,5785,,2.48,,,2016
Kepler-137 c,0.13,18.735753,12.99,5187,,1.88,,,2014
Kepler-137 b,0.077,8.436387,12.99,5187,,1.47,,,2014
Kepler-247 b,0.042,3.33616,15.067,5100,,1.64,,,2014
Kepler-247 c,0.084,9.439452,15.067,5100,,4.09,,,2014
Kepler-247 d,0.14,20.477912,15.067,5100,,3.94,,,2014
Kepler-978 b,,49.6221509,13.429,6002,,2.99,,,2016
Kepler-1145 b,,3.97076766,15.443,5064,,1.4,,,2016
Kepler-1078 b,,3.00725242,15.62,5612,,1.9,,,2016
Kepler-54 c,,12.0717249,15.847,4252,,1.23,117.59,,2012
Kepler-54 b,,8.0109434,15.847,4252,,2.1,292.39,,2012
Kepler-54 d,0.126,20.995694,15.847,4252,,1.53,,,2014
Kepler-1606 b,,196.435224,15.139,5422,,2.07,,,2016
Kepler-1002 b,,4.33642933,11.704,6144,,1.71,,,2016
Kepler-184 c,0.141,20.303005,14.338,5788,,1.97,,,2014
Kepler-184 b,0.092,10.687576,14.338,5788,,2.36,,,2014
Kepler-184 d,0.179,29.022358,14.338,5788,,2.49,,,2014
Kepler-210 c,0.07,7.972513,13.822,4559,,3.62,,,2014
Kepler-210 b,0.032,2.453234,13.822,4559,,2.94,,,2014
Kepler-161 b,0.054,4.921355,14.196,5078,,2.12,,,2014
Kepler-161 c,0.068,7.06424,14.196,5078,,2.05,,,2014
Kepler-866 b,,2.61703254,15.835,4751,,1.63,,,2016
Kepler-1670 b,,20.4998,15.442,5766,,3.356,,,2020
Kepler-1441 b,,39.4419839,14.268,5802,,1.31,,,2016
Kepler-854 b,,2.14463285,13.48,6179,,16.72,,,2016
Kepler-212 c,0.207,31.805174,13.178,5852,,2.74,,,2014
Kepler-212 b,0.133,16.257582,13.178,5852,,1.09,,,2014
Kepler-875 b,,27.5073799,15.219,5958,,2.9,,,2016
Kepler-1188 b,,17.1369543,15.004,5913,,2.08,,,2016
Kepler-1268 b,,40.9903986,15.272,5904,,2.03,,,2016
Kepler-1180 b,,16.8601286,14.989,6077,,1.99,,,2016
Kepler-1494 b,,91.080482,15.214,5659,,3.07,,,2016
Kepler-211 c,0.062,6.04045,13.283,5123,,1.29,,,2014
Kepler-211 b,0.048,4.138575,13.283,5123,,1.26,,,2014
Kepler-1511 b,,23.2382792,13.932,6064,,1.68,,,2016
Kepler-1517 b,,5.54608367,12.252,7010,,9.76,,,2016
Kepler-859 b,,20.38177573,15.887,5020,,3.09,,,2016
Kepler-435 b,0.0948,8.6001536,13.643,6161,1729,22.31,266.97,0.131,2015
Kepler-1461 b,,29.3494775,15.689,4919,,2.03,,,2016
Kepler-1387 b,,2.27952666,14.589,5046,,0.93,,,2016
Kepler-112 c,0.172,28.574263,13.771,5544,,2.4,,,2014
Kepler-112 b,0.076,8.408878,13.771,5544,,2.36,,,2014
Kepler-1560 b,,3.03195744,13.421,5815,,0.89,,,2016
Kepler-431 b,0.0719,6.803,11.973,6004,1032,0.764,,,2015
Kepler-431 d,0.1045,11.922,11.973,6004,856,1.11,,,2015
Kepler-431 c,0.0847,8.703,11.973,6004,951,0.668,,,2015
Kepler-1098 b,,2.54307286,14.736,5794,,1.3,,,2016
Kepler-1356 b,,0.63400294,15.76,5106,,1.53,,,2016
Kepler-863 b,,15.59461874,15.43,5678,,2.9,,,2016
Kepler-1245 c,,2.93658468,15.404,5306,,1.44,,,2016
Kepler-1245 b,,4.35409304,15.404,5306,,1.44,,,2016
Kepler-932 b,,1.9214374,14.131,5331,,1.37,,,2016
Kepler-714 b,,8.09888799,15.261,5995,,9.67,,,2016
Kepler-1584 b,,13.3997099,14.924,6069,,1.61,,,2016
Kepler-605 c,,2.35895152,14.14,5462,,0.86,,,2016
Kepler-605 b,,3.38353807,14.14,5462,,1.44,,,2016
Kepler-138 b,,10.3126,12.925,3841,,0.522,0.066,2.6,2014
Kepler-138 d,,23.0881,12.925,3841,,1.212,0.64,2.1,2014
Kepler-138 c,,13.7813,12.925,3841,,1.197,1.97,6.2,2014
Kepler-1005 b,,6.49801525,13.25,5782,,1.5,,,2016
Kepler-882 b,,3.98953967,14.083,5476,,1.23,,,2016
Kepler-717 b,,4.40840023,15.662,5485,,2.42,,,2016
Kepler-402 b,0.051,4.028751,13.268,6090,,1.22,,,2014
Kepler-402 e,0.102,11.242861,13.268,6090,,1.46,,,2014
Kepler-402 d,0.087,8.921099,13.268,6090,,1.38,,,2014
Kepler-402 c,0.068,6.124821,13.268,6090,,1.56,,,2014
Kepler-315 b,0.402,96.101141,15.321,5796,,3.77,,,2014
Kepler-315 c,0.791,265.469335,15.321,5796,,4.15,,,2014
Kepler-716 b,,10.37168453,15.193,5099,,2.9,,,2016
Kepler-716 c,,3.96999,15.193,5099,,1.393,,,2020
Kepler-1160 b,,7.97034958,15.833,5519,,2.14,,,2016
Kepler-392 c,0.093,10.423118,13.455,5938,,1.1,,,2014
Kepler-392 b,0.059,5.341853,13.455,5938,,1,,,2014
Kepler-871 b,,22.0459018,15.689,5993,,3.74,,,2016
Kepler-1430 b,,2.46050993,15.245,4796,,1.18,,,2016
Kepler-715 b,,10.00652995,15.063,5871,,3.75,,,2016
Kepler-876 b,,5.14438011,15.369,5060,,1.43,,,2016
Kepler-857 b,,85.35129427,15.061,5773,,6.8,,,2016
Kepler-1375 b,,3.3004192,13.749,6704,,1.74,,,2016
Kepler-1628 b,,76.378033,16.595,3724,,6.43,,,2016
Kepler-1613 b,,1.5184299,14.118,6005,,2.08,,,2016
Kepler-972 b,,7.03932553,14.915,6146,,4.65,,,2016
Kepler-1015 b,,16.00494214,12.818,6769,,3.55,,,2016
Kepler-1342 b,,2.21571036,15.392,5527,,1.66,,,2016
Kepler-1267 b,,13.0313945,15.829,6096,,3.01,,,2016
Kepler-1697 b,,33.4969,13.354,5017,,1.26,,,2020
Kepler-341 e,0.242,42.473269,14.601,6012,,1.99,,,2014
Kepler-341 d,0.182,27.666313,14.601,6012,,1.85,,,2014
Kepler-341 b,0.06,5.195528,14.601,6012,,1.18,,,2014
Kepler-341 c,0.08,8.01041,14.601,6012,,1.7,,,2014
Kepler-644 b,,3.1739171,13.949,6747,,3.15,,,2016
HAT-P-12 b,0.0384,3.2130598,12.84,4650,963,10.749,67.059,0.3192,2009
Kepler-471 b,,5.01423457,13.797,6733,,14.96,,,2016
Kepler-718 b,,2.0523499,15.257,6191,,16.56,,,2016
Kepler-1579 b,,0.84990789,15.22,4584,,0.84,,,2016
Kepler-1157 b,,4.45743164,14.374,4679,,1.09,,,2016
Kepler-865 b,,14.16399294,14.48,5570,,2.49,,,2016
Kepler-116 b,0.069,5.968734,13.717,6142,,3.42,,,2014
Kepler-116 c,0.116,13.07163,13.717,6142,,2.3,,,2014
Kepler-855 b,,7.8866311,15.014,5835,,8.35,,,2016
Kepler-933 b,,14.20443009,15.469,5346,,2.46,,,2016
Kepler-1561 b,,1.00520701,14.658,5957,,1.09,,,2016
Kepler-1676 b,,29.9221,13.377,5893,,3.377,,,2020
Kepler-248 c,0.123,16.239494,15.258,5190,,4.07,,,2014
Kepler-248 b,0.066,6.308205,15.258,5190,,3.02,,,2014
Kepler-886 b,,6.24146367,13.939,6098,,1.52,,,2016
Kepler-872 b,,2.57885507,15.106,5902,,1.99,,,2016
Kepler-302 c,0.503,127.282184,15.505,5740,,12.45,,,2014
Kepler-302 b,0.193,30.184104,15.505,5740,,4.06,,,2014
Kepler-961 b,,16.87727414,14.101,5582,,2.55,,,2016
KIC 7917485 b,,840,13.2,7067,,,3750.394,,2016
Kepler-1642 c,,6.6513802,14.13,5355,,2.66,,,2016
Kepler-1642 b,,12.2057513,14.13,5355,,3.2,,,2016
Kepler-303 b,0.024,1.937055,14.39,3944,,0.89,,,2014
Kepler-303 c,0.057,7.061149,14.39,3944,,1.14,,,2014
Kepler-249 c,0.058,7.113702,15.234,3568,,1.51,,,2014
Kepler-249 b,0.035,3.306539,15.234,3568,,1.09,,,2014
Kepler-249 d,0.097,15.368459,15.234,3568,,1.57,,,2014
Kepler-83 b,,9.77,15.777,4648,,2.83,,,2012
Kepler-83 d,0.051,5.169796,15.777,4648,,1.94,,,2014
Kepler-83 c,,20.09,15.777,4648,,2.36,,,2012
Kepler-1091 b,,1.43474156,14.691,5851,,1.46,,,2016
Kepler-880 b,,7.71468975,12.082,6761,,2.66,,,2016
Kepler-412 b,0.02897,1.7208604,13.73,5750,1850,15.031,299.07803,0.52,2014
Kepler-427 b,0.091,10.290994,14.42,5800,1100,13.79,92.17,0.16,2014
Kepler-1630 b,,509.997402,14.15,4736,,2.19,,,2016
Kepler-162 c,0.137,19.446355,14.248,5816,,3.03,,,2014
Kepler-162 b,0.069,6.919798,14.248,5816,,1.26,,,2014
Kepler-896 b,,144.547396,15.481,5262,,2.53,,,2016
Kepler-934 b,,55.6738309,15.061,5001,,2.09,,,2016
Kepler-890 b,,52.75875577,15.182,5954,,8.89,,,2016
HD 13931 b,5.15,4218,7.597,5867,,,699.226,,2009
Kepler-1629 b,,3.87595807,12.75,5776,,0.77,,,2016
Kepler-1170 b,,9.98969327,15.909,5069,,2.41,,,2016
Kepler-559 b,,17.58752333,14.743,5630,,3.61,,,2016
Kepler-1631 b,,4.09513932,15.524,5679,,1.35,,,2016
Kepler-462 b,,84.6866,11.642,7500,,3,53.9,9.3,2016
Kepler-462 c,,207.62,11.642,7500,,4,6,0.4,2020
HD 95127 b,1.28,482,8.15,4218,,,3378.5329,,2015
14 Her b,2.93,1773.40002,6.61,5338,,,1481.0878,,2002
Kepler-1182 b,,11.17394617,15.356,5924,,2.41,,,2016
Kepler-1456 b,,18.1373829,15.464,4231,,1.14,,,2016
Kepler-1311 b,,11.1726994,13.349,5748,,1.24,,,2016
Kepler-1311 c,,2.53573424,13.349,5748,,1.22,,,2016
Kepler-1537 b,,1.4444538,14.536,5079,,1.18,,,2016
Kepler-381 b,0.066,5.629021,10.421,6152,,0.99,,,2014
Kepler-381 c,0.117,13.391635,10.421,6152,,1.12,,,2014
Kepler-174 c,0.214,44.000529,14.287,4880,,1.49,,,2014
Kepler-174 b,0.1,13.98179,14.287,4880,,1.96,,,2014
Kepler-174 d,0.677,247.35373,14.287,4880,,2.19,,,2014
Kepler-1286 b,,11.25402929,15.166,5753,,2.15,,,2016
Kepler-1621 b,,92.263714,15.015,6158,,2.16,,,2016
Kepler-500 b,,8.5083244,14.176,5813,,2.58,,,2016
Kepler-176 c,0.102,12.759712,14.55,5232,,2.6,,,2014
Kepler-176 e,,51.16579,14.55,5232,,1.45,,,2016
Kepler-176 b,0.058,5.433074,14.55,5232,,1.43,,,2014
Kepler-176 d,0.163,25.751974,14.55,5232,,2.51,,,2014
Kepler-1290 b,,4.69500134,15.711,5660,,1.42,,,2016
Kepler-502 b,,4.28686431,14.982,6125,,4.77,,,2016
Kepler-1534 b,,5.71668872,15.665,5442,,1.89,,,2016
Kepler-585 b,,2.75235975,14.034,5593,,2.83,,,2016
Kepler-175 b,0.105,11.903515,14.939,6064,,2.56,,,2014
Kepler-175 c,0.213,34.035257,14.939,6064,,3.1,,,2014
Kepler-474 b,,5.66067294,13.494,5785,,3.06,,,2016
Kepler-719 b,,5.00731778,15.813,5777,,8.52,,,2016
Kepler-892 b,,13.7521072,15.587,4747,,2.81,,,2016
Kepler-139 b,0.127,15.771044,12.701,5594,,2.94,,,2014
Kepler-139 c,0.586,157.072878,12.701,5594,,3.38,,,2014
Kepler-185 b,0.026,1.6329,14.458,5208,,1.17,,,2014
Kepler-185 c,0.139,20.729042,14.458,5208,,2.02,,,2014
Kepler-1416 b,,1.49514952,14.22,6019,,0.88,,,2016
Kepler-1192 b,,25.2034787,15.684,5438,,2.36,,,2016
Kepler-749 b,,17.31716585,15.759,5009,,3.1,,,2016
Kepler-1196 b,,66.1849031,14.862,5756,,2.23,,,2016
Kepler-893 b,,6.33855761,15.182,5820,,3.03,,,2016
Kepler-1632 b,,448.303558,13.093,6137,,2.47,,,2016
Kepler-1332 b,,11.87456832,13.756,5581,,1.37,,,2016
Kepler-1445 b,,10.60052251,12.405,6150,,0.96,,,2016
Kepler-499 b,,5.63252845,14.353,5312,,2.17,,,2016
Kepler-1685 b,,20.4905,15.93,5378.58,,2.577,,,2020
Kepler-1292 b,,3.27646405,15.934,5556,,1.82,,,2016
Kepler-1235 b,,4.16055856,13.889,5541,,0.79,,,2016
Kepler-186 f,0.432,129.9441,14.625,3755,,1.17,,,2014
Kepler-186 d,0.0781,13.342996,14.625,3755,,1.4,,,2014
Kepler-186 e,0.11,22.407704,14.625,3755,,1.27,,,2014
Kepler-186 b,0.0343,3.8867907,14.625,3755,,1.07,,,2014
Kepler-186 c,0.0451,7.267302,14.625,3755,,1.25,,,2014
Kepler-1025 b,,37.3229493,13.573,6089,,1.98,,,2016
Kepler-476 b,,14.00640607,13.837,5837,,3.08,,,2016
HD 99706 c,,1278,7.65,4862,,,1808.4527,,2018
HD 99706 b,1.98,841,7.65,4862,,,390.9309,,2011
Kepler-128 b,,15.09,11.39,,,1.43,0.77,1.46,2013
Kepler-128 c,,22.804,11.39,,,1.34,0.9,2.07,2013
Kepler-1476 b,,10.35863224,15.408,5663,,1.67,,,2016
Kepler-521 b,,22.20813214,12.885,6406,,3.18,,,2016
Kepler-750 b,,9.42887179,14.5,6160,,3.07,,,2016
Kepler-750 c,,4.08899022,14.5,6160,,1.62,,,2016
Kepler-357 d,0.246,49.499875,15.565,5036,,3.43,,,2014
Kepler-357 c,0.12,16.85837,15.565,5036,,2.67,,,2014
Kepler-357 b,0.063,6.475434,15.565,5036,,1.84,,,2014
Kepler-1460 b,,29.9633247,15.947,4422,,1.96,,,2016
GJ 15 A c,5.4,7600,8.08,3607,,,36,,2018
GJ 15 A b,0.072,11.4407,8.08,3607,,,3.03,,2014
Kepler-55 d,0.029,2.211099,15.791,4503,,1.59,,,2014
